#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_340K;One by one, the assembled faction members raised their voices to vote on whether to demand a change in the council laws to allow councilors to serve for life. At last all votes were in and......;Un par un, les Seigneurs réunis votèrent une pétition pour demander la nomination des conseillers à vie. Une fois que tout les votes furent exprimés...;One by one, the assembled faction members raised their voices to vote on whether to demand a change in the council laws to allow councillors to serve for life. At last all votes were in and......;;One by one, the assembled v raised their voices to vote on whether to demand a change in the council laws to allow councillors to serve for life. At last all votes were in and......;;;;;;;;;x
EVTDESC_PlusFaction_340L;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from feudal vassals. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from feudal vassals. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from feudal vassals. At last all votes were in and......;;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from feudal vassals. At last all votes were in and......;;;;;;;;;x
EVTDESC_PlusFaction_340M;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from tribal chiefs. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from tribal chiefs. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from tribal chiefs. At last all votes were in and......;;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from tribal chiefs. At last all votes were in and......;;;;;;;;;x
EVTDESC_PlusFaction_340N;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from cities. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from cities. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from cities. At last all votes were in and......;;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from cities. At last all votes were in and......;;;;;;;;;x
EVTDESC_PlusFaction_340O;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from temples. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from temples. At last all votes were in and......;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from temples. At last all votes were in and......;;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from temples. At last all votes were in and......;;;;;;;;;x
EVTDESC_PlusFaction_341;[From.GetTitledFirstNameNoRegnal]'s proposal to send the ultimatum has passed. Now comes the time to mobilize for the coming civil war, should [Root.Liege.GetTitledFirstNameNoRegnal] refuse to do as we demand.;[From.GetTitledFirstNameNoRegnal]'s proposal to send the ultimatum has passed. Now comes the time to mobilize for the coming civil war, should [Root.Liege.GetTitledFirstNameNoRegnal] refuse to do as we demand.;[From.GetTitledFirstNameNoRegnal]'s proposal to send the ultimatum has passed. Now comes the time to mobilize for the coming civil war, should [Root.Liege.GetTitledFirstNameNoRegnal] refuse to do as we demand.;;[From.GetTitledFirstNameNoRegnal]'s proposal to send the ultimatum has passed. Now comes the time to mobilize for the coming civil war, should [Root.Liege.GetTitledFirstNameNoRegnal] refuse to do as we demand.;;;;;;;;;x
EVTDESC_PlusFaction_342;[From.GetTitledFirstNameNoRegnal]'s proposal was defeated in the ensuing vote.;[From.GetTitledFirstNameNoRegnal]'s proposal was defeated in the ensuing vote.;[From.GetTitledFirstNameNoRegnal]'s proposal was defeated in the ensuing vote.;;[From.GetTitledFirstNameNoRegnal]'s proposal was defeated in the ensuing vote.;;;;;;;;;x
EVTDESC_PlusFaction_343A;[From.GetTitledFirstNameNoRegnal] stands up before the assembled faction members and proposes a declaration of war against that tyrant, that despot, that enemy of all that is just and good, that perfidious viper in human guise who calls [Root.Liege.GetHerHim]self [Root.Liege.GetTitledFirstNameNoRegnal].;[From.GetTitledFirstNameNoRegnal] stands up before the assembled faction members and proposes a declaration of war against that tyrant, that despot, that enemy of all that is just and good, that perfidious viper in human guise who calls [Root.Liege.GetHerHim]self [Root.Liege.GetTitledFirstNameNoRegnal].;[From.GetTitledFirstNameNoRegnal] stands up before the assembled faction members and proposes a declaration of war against that tyrant, that despot, that enemy of all that is just and good, that perfidious viper in human guise who calls [Root.Liege.GetHerHim]self [Root.Liege.GetTitledFirstNameNoRegnal].;;[From.GetTitledFirstNameNoRegnal] stands up before the assembled faction members and proposes a declaration of war against that tyrant, that despot, that enemy of all that is just and good, that perfidious viper in human guise who calls [Root.Liege.GetHerHim]self [Root.Liege.GetTitledFirstNameNoRegnal].;;;;;;;;;x
EVTDESC_PlusFaction_343B;[From.GetTitledFirstNameNoRegnal] has informed the rest of the faction that [From.Liege.GetTitledFirstNameNoRegnal] has unwisely refused our demand. [From.GetTitledFirstNameNoRegnal] says that [From.GetSheHe] sees no other recourse than for the faction to go to war.;[From.GetTitledFirstNameNoRegnal] has informed the rest of the faction that [From.Liege.GetTitledFirstNameNoRegnal] has unwisely refused our demand. [From.GetTitledFirstNameNoRegnal] says that [From.GetSheHe] sees no other recourse than for the faction to go to war.;[From.GetTitledFirstNameNoRegnal] has informed the rest of the faction that [From.Liege.GetTitledFirstNameNoRegnal] has unwisely refused our demand. [From.GetTitledFirstNameNoRegnal] says that [From.GetSheHe] sees no other recourse than for the faction to go to war.;;[From.GetTitledFirstNameNoRegnal] has informed the rest of the faction that [From.Liege.GetTitledFirstNameNoRegnal] has unwisely refused our demand. [From.GetTitledFirstNameNoRegnal] says that [From.GetSheHe] sees no other recourse than for the faction to go to war.;;;;;;;;;x
EVTOPTA_PlusFaction_343;Yes, [Root.Liege.GetTitledFirstNameNoRegnal] must be overthrown!;Oui, [Root.Liege.GetTitledFirstNameNoRegnal] doit estre renversé !;Yes, [Root.Liege.GetTitledFirstNameNoRegnal] must be overthrown!;;Yes, [Root.Liege.GetTitledFirstNameNoRegnal] must be overthrown!;;;;;;;;;x
EVTOPTB_PlusFaction_343;No, this is too drastic an action;Non, ceci est une action trop radicale;No, this is too drastic an action;;No, this is too drastic an action;;;;;;;;;x
EVTDESC_PlusFaction_344;One by one, the assembled faction members raised their voices to vote on whether to declare war on [Root.Liege.GetTitledFirstNameNoRegnal]. At last all votes were in and...;One by one, the assembled faction members raised their voices to vote on whether to declare war on [Root.Liege.GetTitledFirstNameNoRegnal]. At last all votes were in and...;One by one, the assembled faction members raised their voices to vote on whether to declare war on [Root.Liege.GetTitledFirstNameNoRegnal]. At last all votes were in and...;;One by one, the assembled faction members raised their voices to vote on whether to declare war on [Root.Liege.GetTitledFirstNameNoRegnal]. At last all votes were in and...;;;;;;;;;x
EVTOPTA_PlusFaction_344;...we go to war!;...nous partismes en guerre!;...we go to war!;;...we go to war!;;;;;;;;;x
EVTOPTB_PlusFaction_344;...I lost the vote and was removed as faction leader;...I lost the vote and was removed as faction leader;...I lost the vote and was removed as faction leader;;...I lost the vote and was removed as faction leader;;;;;;;;;x
EVTDESC_PlusFaction_345;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege passed, and thus I must now prepare for war.;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege passed, and thus I must now prepare for war.;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege passed, and thus I must now prepare for war.;;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege passed, and thus I must now prepare for war.;;;;;;;;;x
EVTDESC_PlusFaction_346;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege was defeated in a vote, a humiliating result for [From.GetTitledFirstNameNoRegnal], considering [From.GetSheHe] was forced to resign as faction leader.;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege was defeated in a vote, a humiliating result for [From.GetTitledFirstNameNoRegnal], considering [From.GetSheHe] was forced to resign as faction leader.;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege was defeated in a vote, a humiliating result for [From.GetTitledFirstNameNoRegnal], considering [From.GetSheHe] was forced to resign as faction leader.;;[From.GetTitledFirstNameNoRegnal]'s proposal to declare war on our liege was defeated in a vote, a humiliating result for [From.GetTitledFirstNameNoRegnal], considering [From.GetSheHe] was forced to resign as faction leader.;;;;;;;;;x
EVTDESC_PlusFaction_350;As the faction members gathered in [Root.Capital.GetName], a murmur of discontent spread. My attempts to address the faction were met with jeers and jibes, and it soon became clear that my leadership of the faction was being challenged through a vote of no confidence.;As the faction members gathered in [Root.Capital.GetName], a murmur of discontent spread. My attempts to address the faction were met with jeers and jibes, and it soon became clear that my leadership of the faction was being challenged through a vote of no confidence.;As the faction members gathered in [Root.Capital.GetName], a murmur of discontent spread. My attempts to address the faction were met with jeers and jibes, and it soon became clear that my leadership of the faction was being challenged through a vote of no confidence.;;As the faction members gathered in [Root.Capital.GetName], a murmur of discontent spread. My attempts to address the faction were met with jeers and jibes, and it soon became clear that my leadership of the faction was being challenged through a vote of no confidence.;;;;;;;;;x
EVTOPTA_PlusFaction_350;I fear no vote!;Je ne crains nul vote !;I fear no vote!;;I fear no vote!;;;;;;;;;x
EVTOPTB_PlusFaction_350;Step down voluntarily;Abdiquer volontairement;Step down voluntarily;;Step down voluntarily;;;;;;;;;x
EVTDESC_PlusFaction_351;As the faction members gathered in [From.Capital.GetName], it immediately became clear that the meeting would not be able to continue until the issue of [From.GetTitledFirstNameNoRegnal]'s leadership was resolved. A vote of no confidence has been put before all those present.;As the faction members gathered in [From.Capital.GetName], it immediately became clear that the meeting would not be able to continue until the issue of [From.GetTitledFirstNameNoRegnal]'s leadership was resolved. A vote of no confidence has been put before all those present.;As the faction members gathered in [From.Capital.GetName], it immediately became clear that the meeting would not be able to continue until the issue of [From.GetTitledFirstNameNoRegnal]'s leadership was resolved. A vote of no confidence has been put before all those present.;;As the faction members gathered in [From.Capital.GetName], it immediately became clear that the meeting would not be able to continue until the issue of [From.GetTitledFirstNameNoRegnal]'s leadership was resolved. A vote of no confidence has been put before all those present.;;;;;;;;;x
EVTOPTA_PlusFaction_351;Yes, [From.GetTitledFirstNameNoRegnal] must go!;Oui, [From.GetTitledFirstNameNoRegnal] doit partir !;Yes, [From.GetTitledFirstNameNoRegnal] must go!;;Yes, [From.GetTitledFirstNameNoRegnal] must go!;;;;;;;;;x
EVTOPTB_PlusFaction_351;No, [From.GetTitledFirstNameNoRegnal] has my support;Non, [From.GetTitledFirstNameNoRegnal] a mon soutien.;No, [From.GetTitledFirstNameNoRegnal] has my support;;No, [From.GetTitledFirstNameNoRegnal] has my support;;;;;;;;;x
EVTDESC_PlusFaction_352;One by one, the assembled faction members raised their voices to vote on the proposal to have me removed from leadership of the faction. At last all votes were in and...;One by one, the assembled faction members raised their voices to vote on the proposal to have me removed from leadership of the faction. At last all votes were in and...;One by one, the assembled faction members raised their voices to vote on the proposal to have me removed from leadership of the faction. At last all votes were in and...;;One by one, the assembled faction members raised their voices to vote on the proposal to have me removed from leadership of the faction. At last all votes were in and...;;;;;;;;;x
EVTOPTA_PlusFaction_352;...I have been usurped!;...J'ai été usurpé !;...I have been usurped!;;...I have been usurped!;;;;;;;;;x
EVTOPTB_PlusFaction_352;...I easily defeated the upstart challengers;...j'ai vaincu facilement les quelques prétendants;...I easily defeated the upstart challengers;;...I easily defeated the upstart challengers;;;;;;;;;x
EVTDESC_PlusFaction_353;[From.GetBestName] has been removed as leader of the faction after being defeated in a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;[From.GetBestName] has been removed as leader of the faction after being defeated in a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;[From.GetBestName] has been removed as leader of the faction after being defeated in a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;[From.GetBestName] has been removed as leader of the faction after being defeated in a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;;;;;;;;x
EVTDESC_PlusFaction_354;[From.GetBestName] has retained leadership of the faction after defeating a vote of no confidence. Pleased with [From.GetHerHis] victory, [From.GetSheHe] then announced that the regular faction business would resume within a few days.;[From.GetBestName] has retained leadership of the faction after defeating a vote of no confidence. Pleased with [From.GetHerHis] victory, [From.GetSheHe] then announced that the regular faction business would resume within a few days.;[From.GetBestName] has retained leadership of the faction after defeating a vote of no confidence. Pleased with [From.GetHerHis] victory, [From.GetSheHe] then announced that the regular faction business would resume within a few days.;;[From.GetBestName] has retained leadership of the faction after defeating a vote of no confidence. Pleased with [From.GetHerHis] victory, [From.GetSheHe] then announced that the regular faction business would resume within a few days.;;;;;;;;;x
EVTDESC_PlusFaction_355;[From.GetBestName] has voluntarily stepped down from leadership of the faction after being challenged with a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;[From.GetBestName] has voluntarily stepped down from leadership of the faction after being challenged with a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;[From.GetBestName] has voluntarily stepped down from leadership of the faction after being challenged with a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;[From.GetBestName] has voluntarily stepped down from leadership of the faction after being challenged with a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;;;;;;;;x
EVTDESC_PlusFaction_400A;My liege,\nFor too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];My liege,\nFor too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];My liege,\nFor too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;My liege,\nFor too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400B;My liege,\nThe tribes of [Root.PrimaryTitle.GetName] have long enjoyed the freedom to do as we choose, freedoms that have been eroded far too much for our liking. The time has come to lower the Tribal Organization! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are as outraged over this as I...\n\nSigned,\n[From.GetTitledName];My liege,\nThe tribes of [Root.PrimaryTitle.GetName] have long enjoyed the freedom to do as we choose, freedoms that have been eroded far too much for our liking. The time has come to lower the Tribal Organization! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are as outraged over this as I...\n\nSigned,\n[From.GetTitledName];My liege,\nThe tribes of [Root.PrimaryTitle.GetName] have long enjoyed the freedom to do as we choose, freedoms that have been eroded far too much for our liking. The time has come to lower the Tribal Organization! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are as outraged over this as I...\n\nSigned,\n[From.GetTitledName];;My liege,\nThe tribes of [Root.PrimaryTitle.GetName] have long enjoyed the freedom to do as we choose, freedoms that have been eroded far too much for our liking. The time has come to lower the Tribal Organization! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are as outraged over this as I...\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400C;My liege,\nMy fellow vassals hereby formally demand that the tax privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals hereby formally demand that the tax privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals hereby formally demand that the tax privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;My liege,\nMy fellow vassals hereby formally demand that the tax privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400D;My liege,\nMy fellow vassals hereby formally demand that the levy privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals hereby formally demand that the levy privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals hereby formally demand that the levy privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;My liege,\nMy fellow vassals hereby formally demand that the levy privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400E;My liege,\nMy fellow vassals believe that you personally hold far too many titles for our liking. We thus hereby demand that the [faction_demanded_title.GetFullName] be granted to [faction_demanded_title_for.GetTitledFirstNameNoRegnal]. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals believe that you personally hold far too many titles for our liking. We thus hereby demand that the [faction_demanded_title.GetFullName] be granted to [faction_demanded_title_for.GetTitledFirstNameNoRegnal]. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];My liege,\nMy fellow vassals believe that you personally hold far too many titles for our liking. We thus hereby demand that the [faction_demanded_title.GetFullName] be granted to [faction_demanded_title_for.GetTitledFirstNameNoRegnal]. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;My liege,\nMy fellow vassals believe that you personally hold far too many titles for our liking. We thus hereby demand that the [faction_demanded_title.GetFullName] be granted to [faction_demanded_title_for.GetTitledFirstNameNoRegnal]. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400F;My liege,\nThe tax demands placed on your feudal lords is impoverishing our realms and endangering our ability to give military service to the crown. My faction formally demands a reduction in the tax burden on all feudal lords, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your feudal lords is impoverishing our realms and endangering our ability to give military service to the crown. My faction formally demands a reduction in the tax burden on all feudal lords, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your feudal lords is impoverishing our realms and endangering our ability to give military service to the crown. My faction formally demands a reduction in the tax burden on all feudal lords, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe tax demands placed on your feudal lords is impoverishing our realms and endangering our ability to give military service to the crown. My faction formally demands a reduction in the tax burden on all feudal lords, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400G;My liege,\nThe tax demands placed on your cities and their people is impoverishing our realms and driving honest merchants into bankruptcy. My faction formally demands a reduction in the tax burden on all cities, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your cities and their people is impoverishing our realms and driving honest merchants into bankruptcy. My faction formally demands a reduction in the tax burden on all cities, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your cities and their people is impoverishing our realms and driving honest merchants into bankruptcy. My faction formally demands a reduction in the tax burden on all cities, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe tax demands placed on your cities and their people is impoverishing our realms and driving honest merchants into bankruptcy. My faction formally demands a reduction in the tax burden on all cities, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400H;My liege,\nI see that the coffers of [Root.PrimaryTitle.GetName] are overflowing. That wealth is due to the long support of your loyal vassals, and we hereby demand that it be shared. Ignore this reasonable demand at your peril.\n\nSigned,\n[From.GetTitledName];My liege,\nI see that the coffers of [Root.PrimaryTitle.GetName] are overflowing. That wealth is due to the long support of your loyal vassals, and we hereby demand that it be shared. Ignore this reasonable demand at your peril.\n\nSigned,\n[From.GetTitledName];My liege,\nI see that the coffers of [Root.PrimaryTitle.GetName] are overflowing. That wealth is due to the long support of your loyal vassals, and we hereby demand that it be shared. Ignore this reasonable demand at your peril.\n\nSigned,\n[From.GetTitledName];;My liege,\nI see that the coffers of [Root.PrimaryTitle.GetName] are overflowing. That wealth is due to the long support of your loyal vassals, and we hereby demand that it be shared. Ignore this reasonable demand at your peril.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400I;My liege,\nThe tax demands placed on your [From.Religion.GetName] temples is impoverishing our realm and an affront to [From.Religion.GetHighGodName]. My faction formally demands a reduction in the tax burden on all temples, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your [From.Religion.GetName] temples is impoverishing our realm and an affront to [From.Religion.GetHighGodName]. My faction formally demands a reduction in the tax burden on all temples, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];My liege,\nThe tax demands placed on your [From.Religion.GetName] temples is impoverishing our realm and an affront to [From.Religion.GetHighGodName]. My faction formally demands a reduction in the tax burden on all temples, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe tax demands placed on your [From.Religion.GetName] temples is impoverishing our realm and an affront to [From.Religion.GetHighGodName]. My faction formally demands a reduction in the tax burden on all temples, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400J;My liege,\nThe succession laws of [Root.PrimaryTitle.GetName] were recently changed, an event that has caused me and my fellow vassals much concern. We hereby demand that the laws revert to their traditional state, or else more drastic action will be taken.\n\nSigned,\n[From.GetTitledName];My liege,\nThe succession laws of [Root.PrimaryTitle.GetName] were recently changed, an event that has caused me and my fellow vassals much concern. We hereby demand that the laws revert to their traditional state, or else more drastic action will be taken.\n\nSigned,\n[From.GetTitledName];My liege,\nThe succession laws of [Root.PrimaryTitle.GetName] were recently changed, an event that has caused me and my fellow vassals much concern. We hereby demand that the laws revert to their traditional state, or else more drastic action will be taken.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe succession laws of [Root.PrimaryTitle.GetName] were recently changed, an event that has caused me and my fellow vassals much concern. We hereby demand that the laws revert to their traditional state, or else more drastic action will be taken.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400K;My liege,\nThe constant appointment and firing of councillors is creating instability and misrule at court. We formally demand a change in the laws to allow your councillors to serve for life.\n\nSigned,\n[From.GetTitledName];My liege,\nThe constant appointment and firing of councillors is creating instability and misrule at court. We formally demand a change in the laws to allow your councillors to serve for life.\n\nSigned,\n[From.GetTitledName];My liege,\nThe constant appointment and firing of councillors is creating instability and misrule at court. We formally demand a change in the laws to allow your councillors to serve for life.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe constant appointment and firing of councillors is creating instability and misrule at court. We formally demand a change in the laws to allow your councillors to serve for life.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400L;My liege,\nThe levy and tax obligations placed upon your feudal vassals are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your feudal vassals are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your feudal vassals are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe levy and tax obligations placed upon your feudal vassals are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400M;My liege,\nThe levy and tax obligations placed upon your tribal chiefs are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your tribal chiefs are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your tribal chiefs are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe levy and tax obligations placed upon your tribal chiefs are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400N;My liege,\nThe levy and tax obligations placed upon your cities are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your cities are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your cities are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe levy and tax obligations placed upon your cities are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400O;My liege,\nThe levy and tax obligations placed upon your temples are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your temples are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];My liege,\nThe levy and tax obligations placed upon your temples are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;My liege,\nThe levy and tax obligations placed upon your temples are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
