#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
restore_roman_empire_hre;Restore the Roman Empire;Rétablir l'Empire romain;Wiederherstellung des Römischen Reiches;;Reinstaurar el Imperio Romano;x
restore_roman_empire_hre_desc;If Rome, Constantinople, and other key territories of the old empire could be reclaimed, the Holy Roman Empire would win recognition in the eyes of the East as the true and rightful successor of the Roman State.;Si Rome, Constantinople, et d'aultres territoires-clé du vieil empire pouvoient revenir sous notre controsle, le Saint Empire Romain seroit reconnu en orient comme le véritable et légitime successeur de l'Empire Romain.;Wenn Rom, Konstantinopel und andere wichtige Gebiete des alten Reiches zurückgewonnen werden könnten, würde das Heilige Römische Reich in den Augen des Ostens als wahrer und rechtmäßiger Nachfolger des römischen Staates anerkannt werden.;;;x
restore_the_pontifexRestore the Pontifex Maximus;Restaurer le Pontifex Maximus;;Wiedereinsetzung des Pontifex Maximus;;;
restore_the_pontifex_desc;Restore the Pontifex Maximus;Restaurer le Pontifex Maximus;Wiedereinsetzung des Pontifex Maximus;;;x
restore_the_themata;Restore the Themata System;Restaurer le système des Themes;Wiederherstellung des Themata-Systems;;;x
restore_the_themata_desc;The loss of Anatolia was an incredible blow to the empire and its entrenched bureaucratic system. A great victory that returns control of Asia Minor to the empire will allow you to restore the themata system and centralize authority in the hands of the emperor once again.;;Der Verlust Anatoliens war ein unglaublicher Schlag für das Imperium und sein festgefügtes bürokratisches System. Ein großer Sieg, der dem Imperium die Kontrolle über Kleinasien zurückgibt, wird es Ihnen ermöglichen, das Thematische System wiederherzustellen und die Macht wieder in den Händen des Kaisers zu zentralisieren.;;;x
reveal_plot;Reveal Plot;;Plot enthüllen;;;x
reveal_plot_desc;Reveal §Y[This.GetTitledName]§!'s plot to [This.GetHerHis] target, §Y[This.PlotTarget.GetTitledName]§!. While [This.PlotTarget.GetTitledFirstNameNoRegnal] will undoubtedly be grateful, [This.GetTitledFirstNameNoRegnal] will be furious at your interference.;;Enthülle §Y[This.GetTitledName]§!'s Verschwörung gegenüber [This.GetHerHis] Ziel, §Y[This.PlotTarget.GetTitledName]§! Während [This.PlotTarget.GetTitledFirstNameNoRegnal] zweifellos dankbar sein wird, wird [This.GetTitledFirstNameNoRegnal] wütend über Ihre Einmischung sein.;;;x
royal_coronation;Royal Coronation;;Königliche Krönung;;;x
royal_coronation_desc;Being officially coronated by a priest of your faith will legitimize your rule among your subjects, and also offers a chance to impress your allies.;;Die offizielle Krönung durch einen Priester deines Glaubens legitimiert deine Herrschaft bei deinen Untertanen und bietet außerdem die Möglichkeit, deine Verbündeten zu beeindrucken.;;;x
ruler_designer_customize;Assume Dynasty;;Übernahme der Dynastie;;;x
ruler_designer_customize_desc;If you proceed, you will be prompted to select your relation to [Root.GetTitledFirstNameNoRegnal], if one is valid. This includes being a 'distant relative', in which case you will only assume [Root.GetHerHis] dynasty. You will have the chance to back out of the decision, if you so desire.;;Wenn du fortfährst, wirst du aufgefordert, deine Verwandtschaft mit [Root.GetTitledFirstNameNoRegnal] auszuwählen, falls eine solche besteht. Dies schließt ein, dass Sie ein "entfernter Verwandter" sind, in diesem Fall werden Sie nur die Dynastie [Root.GetHerHis] annehmen. Sie haben die Möglichkeit, diese Entscheidung rückgängig zu machen, wenn Sie dies wünschen.;;;x
scourge_province;Scourge Province;;Geißel-Provinz;;;x
scourge_province_desc;The heretic faith runs deep in [Root.Location.GetName], but not so deep that you cannot attempt to drive it out with the sword.;;Der Ketzerglaube sitzt tief in [Root.Location.GetName], aber nicht so tief, dass Ihr nicht versuchen könnt, ihn mit dem Schwert zu vertreiben.;;;x
seek_ancient_knowledge;Seek Ancient Knowledge;;Suche nach altem Wissen;;;x
seek_ancient_knowledge_desc;Explore the knowledge of your [Root.Culture.GetName] ancestors, perhaps culminating in a chance to properly convert to their ancient faiths. While there is learning to be had on this path, it is not for the faithful or the faint of heart.;;Erforscht das Wissen Eurer [Root.Culture.GetName] Vorfahren, vielleicht mit dem Ergebnis, dass Ihr zu ihrem alten Glauben konvertieren könnt. Dieser Weg ist zwar sehr lehrreich, aber nichts für schwache Nerven oder Gläubige.;;;x
setup_schism;Trigger the Christian Schism;;Das christliche Schisma auslösen;;;x
setup_schism_desc;Trigger the Christian schism splitting Chalcedonian into Catholic and OrthodoxLösen Sie das christliche Schisma aus, das Chalcedonian in katholisch und orthodox spaltet.;;;;;
shattered_realm;Shattered Realm;;Zerrüttetes Reich;;;x
shattered_realm_desc;Using this decision will completely alter the set-up of all realms in the world -- it makes all rulers be either counts, dukes, or kings (your choice) and can optionally set them to all use ancient religions rather than current ones (also your choice). It's a way to play a completely ahistorical game and change things up. This decision will disappear after a week of game time, if unused.;;Mit dieser Entscheidung wird der Aufbau aller Reiche in der Welt komplett verändert - alle Herrscher werden entweder Grafen, Herzöge oder Könige (nach eurer Wahl) und können optional so eingestellt werden, dass sie alle alte Religionen verwenden und nicht die aktuellen (ebenfalls nach eurer Wahl). Auf diese Weise kann man ein völlig ahistorisches Spiel spielen und für Abwechslung sorgen. Diese Entscheidung verschwindet nach einer Woche Spielzeit, wenn sie nicht genutzt wird.;;;x
shattered_realm_custom;Shattered Realm;;Zerrüttetes Reich;;;x
shattered_realm_custom_desc;Using this decision will completely alter the set-up of all realms in the world -- it makes all rulers be either counts, dukes, or kings (your choice) and can optionally set them to all use ancient religions rather than current ones (also your choice). It's a way to play a completely ahistorical game and change things up. This decision will disappear after a week of game time, if unused.;;Mit dieser Entscheidung wird der Aufbau aller Reiche in der Welt komplett verändert - alle Herrscher sind entweder Grafen, Herzöge oder Könige (nach deiner Wahl) und können optional so eingestellt werden, dass sie alle alte Religionen verwenden und nicht die aktuellen (ebenfalls nach deiner Wahl). Auf diese Weise kann man ein völlig ahistorisches Spiel spielen und für Abwechslung sorgen. Diese Entscheidung verschwindet nach einer Woche Spielzeit, wenn sie nicht genutzt wird.;;;x
sicily_falls;Sicily Has Fallen;;Sizilien ist gefallen;;;x
sicily_falls_desc;Sicily Has Fallen;;Sizilien ist gefallen;;;x
sicily_regained;Sicily Regained;La Sicile Reconquise;Sizilien zurückerobert;;;x
sicily_regained_desc;Sicily has been re-conquered! It is time to ask the pope for my promised crown.;La Sicile a été reconquise ! Il est temps de demander au Pape d'honorer sa promesse de me couronner.;Sizilien ist zurückerobert worden! Es ist an der Zeit, den Papst um meine versprochene Krone zu bitten.;;;x
start_cadet_branch;Start Cadet Branch;;Kadettenzweig beginnen;;;x
start_cadet_branch_desc;As a younger son of the [Root.GetOnlyDynastyName] dynasty, you were hardly expected to inherit titles. If anything, you were expected to be a burden on your family unless you became a knight or joined a religious order. Now that you have a title of your own, however, you have the chance to make a clean break from your relations and start your own dynasty!;;Als jüngerer Sohn der [Root.GetOnlyDynastyName]-Dynastie erwartete man von Euch kaum, dass Ihr Titel erbt. Wenn überhaupt, wurde von dir erwartet, dass du deiner Familie zur Last fällst, es sei denn, du wirst Ritter oder trittst einem religiösen Orden bei. Jetzt, da du einen eigenen Titel besitzt, hast du die Chance, dich von deinen Verwandten zu lösen und deine eigene Dynastie zu gründen!;;;x
start_dynasty_decadence;Declare New Dynasty;;Neue Dynastie ausrufen;;;x
start_dynasty_decadence_desc;I am no longer part of a realm governed by the [Root.GetOnlyDynastyName] dynasty. Now it is within my right to establish my own dynasty, in my own name, and establish a legacy for myself and my heirs to come.;;Ich gehöre nicht mehr zu einem Reich, das von der Dynastie [Root.GetOnlyDynastyName] regiert wird. Jetzt habe ich das Recht, meine eigene Dynastie zu gründen, in meinem eigenen Namen, und ein Erbe für mich und meine zukünftigen Erben zu schaffen.;;;x
start_dynasty_king;Declare New Dynasty;;Neue Dynastie deklarieren;;;x
start_dynasty_king_desc;I am part of the [Root.GetOnlyDynastyName] dynasty, but perhaps the time has come to have a dynasty of my own. I am the [Root.PrimaryTitle.GetRulerTitle] of [Root.PrimaryTitle.GetName], a legacy which belongs to my descendants and mine alone.;;Ich bin Teil der Dynastie [Root.GetOnlyDynastyName], aber vielleicht ist die Zeit gekommen, eine eigene Dynastie zu gründen. Ich bin der [Root.PrimaryTitle.GetRulerTitle] von [Root.PrimaryTitle.GetName], ein Erbe, das meinen Nachkommen gehört und nur mir.;;;x
summer_fair_0;Plan a Summer Fair;Organiser un festival d'été;Planen Sie einen Sommermarkt;;;x
summer_fair_0_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province. It can be held between April and June, provided you are not at war or otherwise engaged.;;Der Sommermarkt bringt Händler, Hausierer und alle möglichen Arten von Unterhaltung in deine Provinz. Er kann zwischen April und Juni abgehalten werden, sofern Sie sich nicht im Krieg befinden oder anderweitig beschäftigt sind.;;;x
summer_fair_1;Plan a Summer Fair;Organiser un Festival d'été;Planen Sie einen Sommermarkt;;Celebrar una feria de verano;x
summer_fair_1_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d'été est l'occasion d'attirer marchands, colporteurs et aultres divertissements dans votre province.;Der Sommermarkt bringt Händler, Hausierer und alle Arten von Unterhaltung in deine Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;x
summer_fair_2;Plan a Summer Fair;Organiser un Festival d'été;Planen Sie ein Sommerfest;;Celebrar una feria de verano;x
summer_fair_2_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d'été est l'occasion d'attirer marchands, colporteurs et aultres divertissements dans votre province.;Der Sommermarkt bringt Händler, Hausierer und alle Arten von Unterhaltung in deine Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;x
swear_to_heir;Ask to Support Heir;;Bitte um Unterstützung des Erben;;;x
swear_to_heir_desc;§Y[Root.GetTitledName]§! is one of your supporters -- if you ask [Root.GetHerHim] to offer support to §Y[From.Heir.GetTitledName]§! when [From.Heir.GetSheHe] assumes your titles after you, [Root.GetSheHe] might agree to do so. Such support will last for twenty years, if given, so make sure you ask only when you are old or it will not last long into [From.Heir.GetTitledFirstNameNoRegnal]'s reign.;;§Y[Root.GetTitledName]§! ist einer Eurer Unterstützer - wenn Ihr [Root.GetHerHim] bittet, §Y[From.Heir.GetTitledName]§! zu unterstützen, wenn [From.Heir.GetSheHe] Eure Titel nach Euch übernimmt, könnte [Root.GetSheHe] dem zustimmen. Eine solche Unterstützung hält zwanzig Jahre an, wenn sie gewährt wird, also stellt sicher, dass Ihr nur fragt, wenn Ihr alt seid, sonst wird sie nicht lange bis zur Herrschaft von [From.Heir.GetTitledFirstNameNoRegnal] reichen.;;;x
TAILTEANNTITLE;Aonach Tailteann;;Aonach Tailteann;;Aonach Tailteann;x
tailteann_invite;You send invitations to the Aonach;Vous envoyez des invitations l'Aonach;Ihr sendet Einladungen an den Aonach;;;x
take_carpathia;Invade Carpathia;;In Karpathien einfallen;;;x
take_carpathia_desc;Your people yearn to move further west, across the Carpathians and into the region known as Pannonia. There they can find a home away from the chaos of the invading hordes, and closer to the ripe lands of a civilized Europe! (NOTE: Success in this invasion means that all lands outside of Carpathia will be abandoned, once it is taken.);;Euer Volk sehnt sich danach, weiter nach Westen zu ziehen, über die Karpaten und in die Region, die als Pannonien bekannt ist. Dort können sie eine Heimat finden, weit weg vom Chaos der einfallenden Horden und näher an den reifen Ländern eines zivilisierten Europas! (ANMERKUNG: Ein Erfolg dieser Invasion bedeutet, dass alle Länder außerhalb der Karpaten aufgegeben werden, sobald sie eingenommen sind).;;;x
take_loan;Take a Loan;Prendre un emprunt;Nehmen Sie ein Darlehen auf;;;x
take_loan_desc;Take a five-year loan at 25% interest;Contractez un emprunt sur cinq ans à un taux d'intérêt de 25%.;Nehmen Sie ein Darlehen über fünf Jahre zu 25 % Zinsen auf.;;Coge un préstamo de cinco años al 25% de interés;x
tribal_build_city;Build First City;;Erste Stadt bauen;;;x
tribal_build_city_desc;[Root.Location.GetName] is a prime location for a new city -- with enough incentive, construction on one could begin, though it would take many years to complete.;;[Root.Location.GetName] ist ein erstklassiger Standort für eine neue Stadt - mit genügend Anreiz könnte der Bau einer solchen beginnen, auch wenn es viele Jahre dauern würde, bis sie fertig ist.;;;x
tribal_build_temple;Build First Temple;;Ersten Tempel bauen;;;x
tribal_build_temple_desc;[Root.Location.GetName] is a prime location for a new city -- with enough incentive, one of my [From.Religion.GetName] courtiers might be inspired to begin construction of one.;;[Root.Location.GetName] ist ein erstklassiger Standort für eine neue Stadt - mit genügend Anreiz könnte einer meiner [From.Religion.GetName] Höflinge dazu inspiriert werden, mit dem Bau eines Tempels zu beginnen.;;;x
unite_christianity;Unite Christianity;;Christentum vereinigen;;;x
unite_christianity_desc;With the eastern sees united under the [Root.Religion.GetName] Church, the time has come to end the division with Rome and see all of Christianity made whole once again.;;Mit der Vereinigung der östlichen Kirchen unter der [Root.Religion.GetName] Kirche ist die Zeit gekommen, die Spaltung mit Rom zu beenden und das gesamte Christentum wieder zu vereinen.;;;x
use_spy_network_1;Activate Spy Network;;Spionagenetz aktivieren;;;x
use_spy_network_1_desc;Current Value: §Y[Root.personal_spy_network.GetValue]§!\n\nEmploy the network of informants and spies currently in your employ to assist in your current plots (they will increase your Plot Power as well as speed up the time it takes for the plot to come to fruition), increase the chance of discovering plots, and assist in any Spy On actions you are currently performing.;;Aktueller Wert: §Y[Root.personal_spy_network.GetValue]§!\n\nNutzen Sie das Netzwerk von Informanten und Spionen, die Ihnen derzeit zur Verfügung stehen, um Sie bei Ihren aktuellen Plots zu unterstützen (sie erhöhen Ihre Plot-Power und beschleunigen die Zeit, die für die Umsetzung des Plots benötigt wird), erhöhen die Chance, Plots zu entdecken und unterstützen Sie bei allen Spionageaktionen, die Sie derzeit durchführen.;;;x
use_spy_network_2;Increase Spy Reports;;Spionageberichte erhöhen;;;x
use_spy_network_2_desc;Current Value: §Y[Root.personal_spy_network.GetValue]§!\n\nWhile you have already activated your network of spies, you can increase their effectiveness for the next year -- though the cost of doing so becomes exponentially higher.;;Aktueller Wert: §Y[Root.personal_spy_network.GetValue]§!\n\nWenn Sie Ihr Spionagenetz bereits aktiviert haben, können Sie dessen Effektivität für das nächste Jahr erhöhen - allerdings werden die Kosten dafür exponentiell höher.;;;x
use_spy_network_3;Increase Spy Reports;;Spionageberichte erhöhen;;;x
use_spy_network_3_desc;Current Value: §Y[Root.personal_spy_network.GetValue]§!\n\nWhile you have already activated your network of spies, you can further increase their effectiveness for the next year -- though the cost of doing so becomes exponentially higher.;;Aktueller Wert: §Y[Root.personal_spy_network.GetValue]§!\n\nWährend Sie Ihr Spionagenetz bereits aktiviert haben, können Sie dessen Effektivität für das nächste Jahr weiter steigern - allerdings werden die Kosten dafür exponentiell höher.;;;x
use_spy_network_4;Increase Spy Reports;;Spionageberichte erhöhen;;;x
use_spy_network_4_desc;Current Value: §Y[Root.personal_spy_network.GetValue]§!\n\nWhile you have already activated your network of spies, you can further increase their effectiveness for the next year -- though the cost of doing so becomes exponentially higher.;;Aktueller Wert: §Y[Root.personal_spy_network.GetValue]§!\n\nWährend Sie Ihr Spionagenetz bereits aktiviert haben, können Sie dessen Effektivität für das nächste Jahr weiter steigern - allerdings werden die Kosten dafür exponentiell höher.;;;x
use_spy_network_5;Increase Spy Reports;;Spionageberichte erhöhen;;;x
use_spy_network_5_desc;Current Value: §Y[Root.personal_spy_network.GetValue]§!\n\nWhile you have already activated your network of spies, you can further increase their effectiveness for the next year -- though the cost of doing so becomes exponentially higher.;;Aktueller Wert: §Y[Root.personal_spy_network.GetValue]§!\n\nWährend Ihr Euer Spionagenetz bereits aktiviert habt, könnt Ihr dessen Effektivität im nächsten Jahr weiter erhöhen - allerdings werden die Kosten dafür exponentiell höher.;;;x
usurp_husband;Reclaim Titles;;Titel zurückfordern;;;x
usurp_husband_desc;[Root.Spouse.GetTitledFirstName] has thoughtlessly handed off one of your titles to a vassal. Considering he claimed those titles by right of Jure Uxoris, which expressly intends that they be passed to a son of your union, anything else means you may reclaim them as your own.;[Root.Spouse.GetTitledFirstName] has thoughtlessly handed off one of your titles to a vassal. Considering he claimed those titles by right of Jure Uxoris, which expressly intends that they be passed to a son of your union, anything else means you may reclaim them as your own.;[Root.Spouse.GetTitledFirstName] hat gedankenlos einen Eurer Titel an einen Vasallen weitergegeben. Da er diese Titel aufgrund des Jure Uxoris beansprucht hat, das ausdrücklich vorsieht, dass sie an einen Sohn Eurer Verbindung weitergegeben werden, bedeutet alles andere, dass Ihr sie als Eure eigenen zurückfordern könnt.;;;x
vassalize_desc;You can force any de jure vassal to swear fealty to you.;Vous pouvez forcer n'importe quel vassal de jure vous jurer fidélité.;Ihr könnt jeden de jure-Vasallen dazu zwingen, Euch die Treue zu schwören.;;;x
vassal_blinding_decision_persian;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. This is a common Persian way of dealing with political rivals without outright killing them, as a blind [Root.GetManWoman] is of little threat to the throne;Comme [Root.GetSheHe] est votre prisonnier, vous pouvez donner l'ordre d'aveugler irrémédiablement [Root.GetTitledFirstName] puis de le (la) libérer. C'est une façon assez courante chez les Perses de s'occuper de rivaulx politiques sans aller jusqu' les occire, comme un(e) [Root.GetManWoman] aveugle ne représente guère de danger pour le trosne;Da [Root.GetSheHe] Euer Gefangener ist, könnt Ihr den Befehl erteilen, [Root.GetTitledFirstName] dauerhaft zu blenden und dann [Root.GetHerHim] freizulassen. Dies ist eine gängige persische Methode, um mit politischen Rivalen umzugehen, ohne sie direkt zu töten, da eine blinde [Root.GetManWoman] eine geringe Bedrohung für den Thron darstellt.;;;x
vassalize_manichaean_leader;Vassalize Archegos;;Archegos vasallisieren;;;x
vassalize_manichaean_leader_desc;It is only fitting that the Manichaean Archegos be a part of our realm. Perhaps enticing him with the offer of a temple at a holy site would help?;;Es ist nur angemessen, dass der Manichäer Archegos Teil unseres Reiches wird. Vielleicht würde es helfen, ihn mit dem Angebot eines Tempels an einer heiligen Stätte zu locken?;;;x
vassalize_paulician_patriarch;Vassalize Paulician Patriarch;;Paulikischer Patriarch vasallisieren;;;x
vassalize_paulician_patriarch_desc;As the [Root.PrimaryTitle.GetRulerTitle] of [Root.PrimaryTitle.GetName], you are perhaps the most prominent Paulician ruler in the world. The Paulician Patriarch would undoubtedly gladly serve under you.;;Als [Root.PrimaryTitle.GetRulerTitle] von [Root.PrimaryTitle.GetName] seid Ihr vielleicht der prominenteste paulinische Herrscher der Welt. Der paulicianische Patriarch würde zweifellos gerne unter Euch dienen.;;;x
vassalize_religion_head;Vassalize Head of Religion;;Vassalize Oberhaupt der Religion;;;x
vassalize_religion_head_desc;The leader of the [Root.Religion.GetName] acts as a veritable exile -- without a temple to call their own, a demesne from which to call out to the faithful, and without real legitimacy in the eyes of the world. We could offer that by granting a place within the [Root.PrimaryTitle.GetFullName], something that would be of benefit to us all.;;Das Oberhaupt der [Root.Religion.GetName] agiert wie ein echter Exilant - ohne einen eigenen Tempel, ohne ein Anwesen, von dem aus er die Gläubigen anrufen kann, und ohne echte Legitimität in den Augen der Welt. Wir könnten ihnen das bieten, indem wir ihnen einen Platz in der [Root.PrimaryTitle.GetFullName] gewähren, etwas, das uns allen zugute käme.;;;x
waldensian_charity;Give to the Poor;;Gebt den Armen;;;x
waldensian_charity_desc;Every faithful Waldensian ruler is expected to donate wealth to the poor people of their domain.;;Von jedem treuen waldensischen Herrscher wird erwartet, dass er den Armen seiner Domäne Reichtum spendet.;;;x
waldensian_choose_path;Choose Waldensian Path;;Wähle den waldensischen Weg;;;x
waldensian_choose_path_desc;The Waldensians offer three different paths for their faithful to follow, each with their individual benefits and drawbacks.;;Die Waldenser bieten ihren Gläubigen drei verschiedene Wege an, jeder mit seinen eigenen Vor- und Nachteilen.;;;x
waldensian_hospital;Build Hospital;;Krankenhaus bauen;;;x
waldensian_hospital_desc;To better care for the poor, your councillors have advised building a hospital in [Root.Capital.GetName] to give proper medical care to the city. While it would be expensive to build and maintain, it would benefit the people enormously.;;Um die Armen besser versorgen zu können, haben Ihre Ratsmitglieder den Bau eines Krankenhauses in [Root.Capital.GetName] empfohlen, damit die Stadt eine angemessene medizinische Versorgung erhält. Auch wenn der Bau und die Instandhaltung des Krankenhauses kostspielig wären, würde es den Menschen einen enormen Nutzen bringen.;;;x
yazidi_peacock_feast;Celebrate Tawûsgeran;;Feiern Sie Tawûsgeran;;;x
yazidi_peacock_feast_desc;Tawûsgeran, also known as 'Circulation of the Peacock', is an important Yazidi festival where Qewals and other religious dignitaries visit Yazidi villages, bringing the senjaq, sacred images of a peacock made from brass symbolising Tawûsê Melek. These are venerated, taxes are collected from the pious, sermons are preached and holy water distributed.;;Tawûsgeran, auch bekannt als "Kreislauf des Pfaus", ist ein wichtiges yezidisches Fest, bei dem Qewals und andere religiöse Würdenträger yezidische Dörfer besuchen und die senjaq mitbringen, heilige Bilder eines Pfaus aus Messing, die Tawûsê Melek symbolisieren. Sie werden verehrt, von den Gläubigen werden Steuern erhoben, es werden Predigten gehalten und Weihwasser verteilt.;;;x
yazidi_pilgrimage;Yazidi Pilgrimage;;Jesidische Pilgerfahrt;;;x
yazidi_pilgrimage_desc;Go on a pilgrimage that is of vital importance to the Yazidi faithful: a voyage to visit the Tomb of Sheikh Adi ibn Musafir, and attend the Feast of the Assembly.;;Begeben Sie sich auf eine Pilgerfahrt, die für die jesidischen Gläubigen von großer Bedeutung ist: eine Reise zum Grab von Scheich Adi ibn Musafir und zum Fest der Versammlung.;;;x
yazidi_renounce_heresy;Declare Yazidi Emancipation;;Ausrufung der jesidischen Emanzipation;;;x
yazidi_renounce_heresy_desc;The Yazidi faith is not of Muslim origin, nor indeed is it truly part of any other faith. The Muslims, however, treat us as worshippers of Shaytan because they compare the holy Melek Taus to their devil. The time has come to renounce their attitude towards the Yazidis as Muslim heretics and strike our own path.;;Der jesidische Glaube ist weder muslimischen Ursprungs, noch gehört er wirklich zu einem anderen Glauben. Die Muslime behandeln uns jedoch als Anbeter des Shaytan, weil sie die heiligen Melek Taus mit ihrem Teufel vergleichen. Es ist an der Zeit, ihre Haltung gegenüber den Jesiden als muslimische Ketzer aufzugeben und unseren eigenen Weg zu gehen.;;;x
lower_flag;Lower Banner in [Root.Location.GetName];;Banner in [Root.Location.GetName] senken;;;x
lower_flag_desc;Lower your banner at [Root.Location.GetName] lowered. Allows the holdings there to be distributed.;;Senkt Ihr Banner bei [Root.Location.GetName] ab. Ermöglicht die Verteilung der dortigen Bestände.;;;x
raise_flag;Raise Banner in [Root.Location.GetName];;Banner einholen in [Root.Location.GetName];;;x
raise_flag_desc;Have your banner raised at §G[Root.Location.GetName]§!.\nThis option will only keep the §Gcounty capital§!.;;Lasst euer Banner in §G[Root.Location.GetName]§! hissen. Diese Option behält nur die §GGrafschaftshauptstadt§! bei.;;;x
raise_all_flag;Raise Banners all over [Root.Location.GetName];;Banner in ganz [Root.Location.GetName] hissen;;;x
raise_all_flag_desc;Have your banner raised at §G[Root.Location.GetName]§!.\nThis option will keep §Geverything§! in the county.;;Lassen Sie Ihr Banner in §G[Root.Location.GetName]§! hissen.\nDiese Option erhält §Galles§! in der Grafschaft bleibt.;;;x
setup_ancient_religions;Revive Ancient Religions;;Antike Religionen wiederbeleben;;;x
setup_ancient_religions_desc;Replace all religions in the world with ancient pagan ones;;Ersetze alle Religionen auf der Welt durch alte heidnische Religionen;;;x
setup_vanilla_aztecs;Vanilla Aztecs;;Vanille-Azteken;;;x
setup_vanilla_aztecs_desc;Gives Aztecs the same chance to appear as in vanilla;;Gibt den Azteken die gleiche Chance zu erscheinen wie in Vanilla;;;x
setup_vanilla_empires;Vanilla de Jure Empires;;Vanilla de Jure Reiche;;;x
setup_vanilla_empires_desc;Start the game with the same, ahistorical de Jure empires as in unmodded CK2;;Startet das Spiel mit den gleichen, ahistorischen de Jure Imperien wie in unmodifiziertem CK2;;;x
setup_unified_germans;Vanilla Germans;;Vanilla Deutsche;;;x
setup_unified_germans_desc;Prevent, or undo, the splitting of German sub-cultures everywhere in the world;;Verhindert oder macht die Aufspaltung der deutschen Subkulturen überall auf der Welt rückgängig;;;x
convert_to_german;Edict of Cultural Unification;;Edikt der kulturellen Vereinheitlichung;;;x
convert_to_german_desc;Enact an edict that sets in motion the unification of the various German cultures into one standard 'High German';;Erlass eines Edikts, das die Vereinheitlichung der verschiedenen deutschen Kulturen zu einem einheitlichen 'Hochdeutsch' in Gang setzt;;;x
convert_vassals_to_german;Enforce Edict of Cultural Unification;;Durchsetzung des Kulturvereinheitlichungsedikts;;;x
convert_vassals_to_german_desc;Attempts to enforce the edict on all your vassals;;Versucht, das Edikt bei allen euren Vasallen durchzusetzen;;;x
convert_to_united_italian;Edict of Cultural Unification;;Edikt zur kulturellen Vereinheitlichung;;;x
convert_to_united_italian_desc;Enact an edict that sets in motion the unification of the various cultures and dialects of Italy into one united Italian;;Erlässt ein Edikt, das die Vereinigung der verschiedenen Kulturen und Dialekte Italiens zu einem einheitlichen Italienisch in Gang setzt;;;x
convert_vassals_to_united_italian;Enforce Edict of Cultural Unification;;Edikt der kulturellen Vereinheitlichung durchsetzen;;;x
convert_vassals_to_united_italian_desc;Attempts to enforce the edict on all your vassals;;Versucht, das Edikt bei allen euren Vasallen durchzusetzen;;;x
setup_gender_equality;Gender Equality Start;;Gleichberechtigung der Geschlechter Start;;;x
setup_gender_equality_desc;Start the game with all realms being gender equal;;Zu Beginn des Spiels sind alle Reiche gleichgestellt.;;;x
ask_for_pardon_named;Ask liege for pardon;;Lehnsherr um Begnadigung bitten;;;x
create_caliphate;Create [Root.Religion.GetName] Caliphate;;Erstelle [Root.Religion.GetName] Kalifat;;;x
create_caliphate_desc;Create [Root.Religion.GetName] Caliphate;;Erstelle [Root.Religion.GetName] Kalifat;;;x
delay_crusades_jihad;Delay Crusades/Jihad;;Kreuzzüge/Dschihad verzögern;;;x
delay_crusades_jihad_desc;This option will prevent religious heads from calling Crusades or Jihad;;Diese Option verhindert, dass religiöse Oberhäupter Kreuzzüge oder Dschihad ausrufen;;;x
take_regnal_name;Take Regnal Name;;Regnalnamen nehmen;;;x
take_regnal_name_desc;Take one of the traditional regnal names of your culture;;Nimm einen der traditionellen Königsnamen deiner Kultur an;;;x
demand_tribute;Demand Tribute;;Tribut einfordern;;;x
demand_tribute_desc;Demand tribute from [Root.GetTitledFirstName].\n[Root.GetSheHeCap] will be given a choice of going to war, or accepting your terms.;;Fordert Tribut von [Root.GetTitledFirstName].\n[Root.GetSheHeCap] wird vor die Wahl gestellt, in den Krieg zu ziehen oder Ihre Bedingungen zu akzeptieren.;;;x
pillage_settlement_desc;Pillage this Holding.\n\nThis will increase revolt risk in the province, but in exchange you will receive the following:;;Plündern Sie diese Provinz.\n\nDadurch erhöht sich das Risiko einer Revolte in der Provinz, aber im Gegenzug erhalten Sie die folgenden Vorteile:;;;x
begin_pillage_settlement;Begin Pillage;;Beginn der Plünderung;;;x
begin_pillage_settlement_desc;[Root.GetName] will be pillaged every 6 months until all buildings in the holding are destroyed, however the holding will not be destroyed. This will increase revolt risk in the province, but in exchange you will receive the following:;;[Root.GetName] wird alle 6 Monate geplündert, bis alle Gebäude in der Provinz zerstört sind, aber die Provinz wird nicht zerstört. Dies erhöht das Risiko einer Revolte in der Provinz, aber im Gegenzug erhalten Sie das Folgende:;;;x
stop_pillage_settlement;Stop Pillage;;Plünderung stoppen;;;x
stop_pillage_settlement_desc;[Root.GetName] won't be pillaged anymore.;;[Root.GetName] wird nicht mehr geplündert.;;;x
collapse_provincia_decisions;Collapse Provincia Decisions;;Provincia-Entscheidungen kollabieren;;;x
