#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
rebellion_lesson_desc;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;;;;;;;;;x
rebellion_nationalist_province;The Rebellion Began Here;The Rebellion Began Here;The Rebellion Began Here;;The Rebellion Began Here;;;;;;;;;x
rebellion_nationalist_province_desc;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;;;;;;;;;x
rebellion_religion_province;The Rebellion Began Here;The Rebellion Began Here;The Rebellion Began Here;;The Rebellion Began Here;;;;;;;;;x
rebellion_religion_province_desc;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;;;;;;;;;x
rebellion_reprisal;Taught a Lesson;Taught a Lesson;Taught a Lesson;;Taught a Lesson;;;;;;;;;x
rebellion_reprisal_desc;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;;This province was the site of a rebellion, one that earned a reprisal from the lord that it is still trying to recover from.;;;;;;;;;x
recent_civil_war;Recent Civil War;Guerre Civilie Récente;Kürzliches Bürgerkrieg;;Recent Civil War;;;;;;;;;x
recent_civil_war_desc;This character has recently been in a civil war, and their vassals are unlikely to start another for some time.;Ce personnage a participé récemment à une guerre civile, et ses vassaulx ont peu de chances d'en lancer une aultre pendant un certain temps.;Dieser Charakter war schon kürzlich in einem Bürgerkrieg und seine Vasallen sind unwahrscheinlich eine Neue zu starten für einige Zeit nicht wieder aufbegehren.;;This character has recently been in a civil war, and their vassals are unlikely to start another for some time.;;;;;;;;;x
recent_culture_change;Recent Culture Change;Recent Culture Change;Recent Culture Change;;Recent Culture Change;;;;;;;;;x
recent_culture_change_desc;With the province's recent change in culture, the people are still adapting to their new ways. Culture-specific buildings cannot be built here until they do.;With the province's recent change in culture, the people are still adapting to their new ways. Culture-specific buildings cannot be built here until they do.;With the province's recent change in culture, the people are still adapting to their new ways. Culture-specific buildings cannot be built here until they do.;;With the province's recent change in culture, the people are still adapting to their new ways. Culture-specific buildings cannot be built here until they do.;;;;;;;;;x
recent_mithras_promotion;Has been recently promoted within the Cult of Mithras;A été récemment promu au sein du culte de Mithra;Wurde vor kurzem in der Kult des Mithras gefördert;;Recientemente ha sido promovido en el culto de Mitra;;;;;;;;;x
recognised_by_basileus;Recognised by Basileus;Reconnu par le Basileus;Recognised by Basileus;;Recognised by Basileus;;;;;;;;;x
recognised_by_basileus_desc;This ruler has been recognised by the Basileus as the rightful Imperial governor of his theme.;Le dirigeant a été reconnu pa le Basileus comme le gouverneur impérial légitime de son Theme;This ruler has been recognised by the Basileus as the rightful Imperial governor of his theme.;;This ruler has been recognised by the Basileus as the rightful Imperial governor of his theme.;;;;;;;;;x
refused_adventurer;Refused To Aid Me;Refused To Aid Me;Refused To Aid Me;;Refused To Aid Me;;;;;;;;;x
refused_allegiance;Refused to Support Succession;A Refusé de Soutenir la Succession;Refused to Support Succession;;Refused to Support Succession;;;;;x
refused_bribe;Refused Bribe;Refused Bribe;Refused Bribe;;Refused Bribe;;;;;x
refused_favor;Refused Favor;Refused Favor;Refused Favor;;Refused Favor;;;;;x
refused_revolt_call;Refused Call to Revolt;Refused Call to Revolt;Refused Call to Revolt;;Refused Call to Revolt;;;;;x
refused_to_give_up_title;Refused to Surrender Title;Refused to Surrender Title;Refused to Surrender Title;;Refused to Surrender Title;;;;;x
refused_to_support_heir;Refused to Support Heir;Refused to Support Heir;Refused to Support Heir;;Refused to Support Heir;;;;;x
refused_to_change_rite;Refused to Change Rite;Refused to Change Rite;Refused to Change Rite;;Refused to Change Rite;;;;;;;;;x
REL_SECULAR_HEAD_DESC;$TITLE_NAME$ may be held be a secular (non-theocracy) ruler;$TITLE_NAME$ may be held be a secular (non-theocracy) ruler;$TITLE_NAME$ may be held be a secular (non-theocracy) ruler;;$TITLE_NAME$ may be held be a secular (non-theocracy) ruler;;;;;;;;;x
REL_AUTOCEPHALY_DESC;Multiple Patriarchs - the five (or three, for religions which only recognize the Petrine Sees) Pentarchs and Autocephalous Patriarchs under Kings;Multiple Patriarchs - the five (or three, for religions which only recognize the Petrine Sees) Pentarchs and Autocephalous Patriarchs under Kings;Multiple Patriarchs - the five (or three, for religions which only recognize the Petrine Sees) Pentarchs and Autocephalous Patriarchs under Kings;;Multiple Patriarchs - the five (or three, for religions which only recognize the Petrine Sees) Pentarchs and Autocephalous Patriarchs under Kings;;;;;;;;;x
REL_NO_MATRI_MARRIAGES_DESC;Matrilineal marriages are not allowed without first having at least Agnatic-Cognatic succession;Matrilineal marriages are not allowed without first having at least Agnatic-Cognatic succession;Matrilineal marriages are not allowed without first having at least Agnatic-Cognatic succession;;Matrilineal marriages are not allowed without first having at least Agnatic-Cognatic succession;;;;;;;;;x
REL_PENTARCHS_DESC;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the Orthodox church. Note that they will only gain the Patriarch title if ruling under an Orthodox King or Emperor.;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the Orthodox church. Note that they will only gain the Patriarch title if ruling under an Orthodox King or Emperor.;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the Orthodox church. Note that they will only gain the Patriarch title if ruling under an Orthodox King or Emperor.;;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the Orthodox church. Note that they will only gain the Patriarch title if ruling under an Orthodox King or Emperor.;;;;;;;;;x
REL_PENTARCHS_NON_ORTHODOX_DESC;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the $RELIGION$ church. Note that they will only become Patriarchs if ruling under a King or Emperor of the $RELIGION$ faith, and that religions which only recognize the Petrine Sees (Constantinople, Alexandria, and Antioch) will only gain those three Patriarchs and not five.;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the $RELIGION$ church. Note that they will only become Patriarchs if ruling under a King or Emperor of the $RELIGION$ faith, and that religions which only recognize the Petrine Sees (Constantinople, Alexandria, and Antioch) will only gain those three Patriarchs and not five.;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the $RELIGION$ church. Note that they will only become Patriarchs if ruling under a King or Emperor of the $RELIGION$ faith, and that religions which only recognize the Petrine Sees (Constantinople, Alexandria, and Antioch) will only gain those three Patriarchs and not five.;;The Pentarchs were the original five Patriarchs of the Christian Church. Their authority as autocephalous Patriarchs over their respective ancient sees is still recognized within the $RELIGION$ church. Note that they will only become Patriarchs if ruling under a King or Emperor of the $RELIGION$ faith, and that religions which only recognize the Petrine Sees (Constantinople, Alexandria, and Antioch) will only gain those three Patriarchs and not five.;;;;;;;;;x
RELEASE_FROM_PRISON_INTERACTION_1;This will increase their opinion of you by §G50§!.;Cela va améliorer leur opinion de vous de §G50§!.;Dadurch erhöht sich [Recipient.GetPossPronoun]e Meinung über Euch um §G50§!.;;This will increase their opinion of you by §G50§!.;;;;;;;;;x
relics_destroyed;Holy Relics Destroyed;Holy Relics Destroyed;Holy Relics Destroyed;;Holy Relics Destroyed;;;;;;;;;x
rep_cb_cd;New Management;Nouveaulx Dirigeants;New Management;;New Management;;;;;;;;;x
rep_cb_cd_desc;This character has recently taken over a new city and must wait 5 years before doing another similar action.;Ce personnage a récemment pris un nouveau bourg et doit attendre 5 ans avant de faire une aultre action similaire.;This character has recently taken over a new city and must wait 5 years before doing another similar action.;;This character has recently taken over a new city and must wait 5 years before doing another similar action.;;;;;;;;;x
rep_tp_cd;New Traders;Nouveaulx Commerçants;New Traders;;New Traders;;;;;;;;;;;
rep_tp_cd_desc;This character has recently forcibly taken over a tradepost. They cannot seize another tradepost for another 5 years.;Ce personnage a récemment pris de force un poste de commerce. Il ne peult s'emparer d'un aultre poste de commerce avant 5 ans.;This character has recently forcibly taken over a tradepost. They cannot seize another tradepost for another 5 years.;;This character has recently forcibly taken over a tradepost. They cannot seize another tradepost for another 5 years.;;;;;;;;;;;
repay_loan_100;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_100_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
repay_loan_1000;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_1000_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
repay_loan_200;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_200_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
repay_loan_400;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_400_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;;x
repay_loan_50;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_50_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
repay_loan_600;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_600_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
repay_loan_800;Repay Loan;Remboursement du prest;Darlehen zurückzahlen;;Repay Loan;;;;;;;;;x
repay_loan_800_desc;Repay the full amount of the loan you have taken.;Rembourser le montant intégral de l'emprunt.;Rückzahlung des gesamten Darlehens das Sie eingenommen haben.;;Repay the full amount of the loan you have taken.;;;;;;;;;x
request_holy_war_sanction;Request Sanction for Holy War;Demander une autorisation pour mener une Guerre Sainte;Sanktion für den Heiligen Krieg erbeten;;Request Sanction for Holy War;;;;;;;;;x
request_holy_war_sanction_desc;Request sanction to wage a Holy War from our head of religion. If granted, this will allow us to wage a Holy War without losing piety. A high piety and good relations will increase the chance of sanction being granted.;Demander une autorisation à notre chef religieux pour mener une Guerre Sainte. Si elle est accordée, cela nous permettra de déclencher une Guerre Sainte sans perdre de la piété. Une haute piété et de bonnes relations augmenteront nos chances de voir l'autorisation accordée.;Sanktion erbeten, um einen Heiligen Krieg zu führen. Wenn dies gewährt wird wird das uns erlauben, einen Heiligen Krieg zu führen, ohne Gläubigkeit zu verlieren. Eine hohe Gläubigkeit und gute Beziehungen werden die Chance der Sanktion vergrößern, die uns gewährt wurde.;;Request sanction to wage a Holy War from our head of religion. If granted, this will allow us to wage a Holy War without losing piety. A high piety and good relations will increase the chance of sanction being granted.;;;;;;;;;x
request_important_prisoners;Demand Important Prisoners from Vassals;Demander aulx Vassaulx le transfert des Prisonniers Importants;Demand Important Prisoners from Vassals;;Demand Important Prisoners from Vassals;;;;;;;;;x
request_important_prisoners_desc;Any prisoners ranked above Baron are transferred to your dungeons.;Tous les prisonniers d'un rang supérieur à celui de Baron sont transférés dans vos geosles.;Any prisoners ranked above Baron are transferred to your dungeons.;;Any prisoners ranked above Baron are transferred to your dungeons.;;;;;;;;;;;
restore_byzantium_desc;This Casus Belli can used to seize Constantinople and restore the Byzantine Empire.;Ce Casus Belli peult estre utilisé pour reprendre Constantinople et restaurer l'Empire Byzantin;This Casus Belli can used to seize Constantinople and restore the Byzantine Empire.;;This Casus Belli can used to seize Constantinople and restore the Byzantine Empire.;;;;;;;;;x
restore_papacy_desc;§Y$CLAIMANT$§! can use this Casus Belli to restore the Papacy to its rightful place in Rome.;§Y$CLAIMANT$§! peult utiliser ce Casus Belli pour restaurer le Pape à sa place légitime, Rome.;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um das Papsttum in Rom wieder herzustellen.;;§Y$CLAIMANT$§! can use this Casus Belli to restore the Papacy to its rightful place in Rome.;;;;;;;;;x
retired_vestalis;Retired Vestalis;Vestalis Retraitée;Retired Vestalis;;Retired Vestalis;;;;;;;;;;;
retired_vestalis_desc;This character has completed her 30 years of service in the College of the Vestales.;Ce personnage a accompli ses 30 ans de service au Collège des Vestales.;This character has completed her 30 years of service in the College of the Vestales.;;This character has completed her 30 years of service in the College of the Vestales.;;;;;;;;;;;
revoke_court_jester;Revoke Honorary Title;Annuler le Titre Honorifique.;Ehrentitel aberkennen;;Revoke Honorary Title;;;;;;;;;x
revoke_court_jester_desc;Revoke this character's honorary title.;Annuler le titre honorifique de cette personne.;Ehrentitel aberkannt;;Revoke this character's honorary title.;;;;;;;;;x
revoke_minor_title;Revoke Honorary Title;Annuler le Titre Honorifique.;Ehrentitel aberkennen;;Revoke Honorary Title;;;;;;;;;x
revoke_minor_title_desc;Revoke this character's honorary title and the prestige and income that goes along with it. This will anger them.;Annuler le tire honorifique de cette personne, avec le prestige et et les revenus qui vont de pair. Cela risque de le courroucer.;Widerrufen Sie den Ehrentitel dieses Charakters und das Prestige und Einkommen, das zusammen damit geht. Das wird sie ärgern.;;Revoke this character's honorary title and the prestige and income that goes along with it. This will anger them.;;;;;;;;;x
sadaqah_saddka;Sadaqah;Sadaqa;Sadaqah;;Sadaqah;;;;;;;;;x
SAINT_TITLE;Saint;Saint;Saint;;Saint;;;;;;;;;x
saint;Saint;Saint;Saint;;Saint;;;;;;;;;x
saint_desc;This character is revered as a Christian saint, having been officially canonized by the head of their religion.;This character is revered as a Christian saint, having been officially canonized by the head of their religion.;This character is revered as a Christian saint, having been officially canonized by the head of their religion.;;This character is revered as a Christian saint, having been officially canonized by the head of their religion.;;;;;;;;;x
salt_road;Salt Road;Salt Road;Salt Road;;Salt Road;;;;;;;;;x
sanctioned_holy_war;Sanctioned Holy War;A autorisé une Guerre Sainte;Sanktionierter Heiliger Krieg;;Sanctioned Holy War;;;;;;;;x
sandaliati;Sandaliati;Sandaliati;Sandaliati;;Sandaliati;;;;;;;;;x
sandaliati_desc;The Sandaliati are the underground agents of the Waldensian Church.;The Sandaliati are the underground agents of the Waldensian Church.;The Sandaliati are the underground agents of the Waldensian Church.;;The Sandaliati are the underground agents of the Waldensian Church.;;;;;;;;;x
scarred_female;Scarred;Balafré;Scarred;;Scarred;;;;;;;;;x
scarred_female_desc;This character's warlike ways have left their mark upon her.;Les velléités guerrières de ce personnage ont laissé une marque sur elle..;This character's warlike ways have left a mark on her..;;This character's warlike ways have left a mark on her..;;;;;;;;;x
seize_trade_post_desc;As a Patrician, §Y$CLAIMANT$§! can declare war on §Y$TARGET$§! over the §Y$TITLE$§!. This Casus Belli is not valid against weaker Patricians within the same Republic.;En tant que patricien, §Y$CLAIMANT$§! peult déclarer la guerre à §Y$TARGET$§! pour le §Y$TITLE$§!. Ce casus belli n'est point utilisable contre les patriciens de rang inférieur de la mesme république.;Als ein Patrizier, §Y$CLAIMANT$§! kann §Y$TARGET$§! für §Y$TITLE$§! den Krieg erklären. Dieser casus belli ist nicht gültig gegen wesentlich schwächere Patrizier innerhalb der gleichen Republik.;;Como patricio, §Y$CLAIMANT$§! puede declarar la guerra a §Y$TARGET$§! por §Y$TITLE$§!;;;;;;;;;x
sent_druidic_training;Sent for Druidic Training;Sent for Druidic Training;Sent for Druidic Training;;Sent for Druidic Training;;;;;;;;;x
sergius_tychus;Paulician Demagogue;Paulician Demagogue;Paulician Demagogue;;Paulician Demagogue;;;;;;;;;x
SHATTERED_REALM_KHAGANATE;[This.PrimaryTitle.GetName];[This.PrimaryTitle.GetName];[This.PrimaryTitle.GetName];;[This.PrimaryTitle.GetName];;;;;;;;;x
shattered_realm_victim_trait;Shattered Realm Victim;Shattered Realm Victim;;Shattered Realm Victim;Shattered Realm Victim;;;;;;;;x
shattered_realm_victim_trait_desc;This poor person will not survive the shattering.;This poor person will not survive the shattering.;;This poor person will not survive the shattering.;This poor person will not survive the shattering.;;;;;;;;x
SHIA_CALIPHATE_REVOLT;The Shi'a Imamate;The Shi'a Imamate;The Shi'a Imamate;;The Shi'a Imamate;;;;;;;;;x
shia_victorious1;Shi'a Uprising Successful;Shi'a Uprising Successful;Shi'a Uprising Successful;;Shi'a Uprising Successful;;;;;;;;;x
shia_victorious2;Shi'a Uprising Successful;Shi'a Uprising Successful;Shi'a Uprising Successful;;Shi'a Uprising Successful;;;;;;;;;x
shield_maiden;Shield Maiden;Vierge du Bouclier;Shield Maiden;;Shield Maiden;;;;;;;;;x
shield_maiden_desc;This woman is a noted warrior, like the shield maidens of the epics!;Cette femme est une illustre guerrière , comme les vierges du bouclier de nos légendes !;This woman is a noted warrior, like the shield maidens of the epics!;;This woman is a noted warrior, like the shield maidens of the epics!;;;;;;;;;x
shiite_claimant;Imamah;Imamah;Imamah;;Imamah;;;;;;;;;x
shiite_claimant_desc;According to Shiite Muslims, this character is the rightful inheritor to Muhammad as the eldest male descendant of Ali.;According to Shiite Muslims, this character is the rightful inheritor to Muhammad as the eldest male descendant of Ali.;According to Shiite Muslims, this character is the rightful inheritor to Muhammad as the eldest male descendant of Ali.;;According to Shiite Muslims, this character is the rightful inheritor to Muhammad as the eldest male descendant of Ali.;;;;;;;;;x
shiite_ma;Shiite Moral Authority;Shiite Moral Authority;Shiite Moral Authority;;Shiite Moral Authority;;;;;;;;;x
show_appreciation;Appreciative Wife;Femme Reconnoissante;Appreciative Wife;;Appreciative Wife;;;;;;;;;x
skilled_warrior;Skilled Fighter;Combattant talentueux;Skilled Fighter;;Skilled Fighter;;;;;;;;;x
skilled_warrior_desc;This character possesses a certain talent for battle and swordplay.;Ce personnage possède un certain talent pour les batailles et les duels à l'épée.;This character possesses a certain talent for battle and swordplay.;;This character possesses a certain talent for battle and swordplay.;;;;;;;;;x
sleep_on_the_couch;Scorned Wife;Femme Méprisée;Scorned Wife;;Scorned Wife;;;;;;;;;x
small_demesne;Efficient Demesne;Domaine efficace;Effiziente Domäne;;Efficient Demesne;;;;;;;x
small_demesne_desc;Our small demesne allows for more efficient tax collection.;Nos petits domaines sont plus efficaces pour la collecte des taxes.;Unsere kleine Domäne ermöglicht eine effizientere Steuererhebung.;;Our small demesne allows for more efficient tax collection.;;;;;;;x
smugglers_ring;Smugglers' Ring;Cercles de contrebandiers;Schmugglerring;;Grupo de contrabandistas;;;;;;;;;x
smugglers_ring_desc;An organized ring of smugglers infests this province.;À cause des piètres compétences diplomatiques du comte, les contrebandiers infestent la contrée.;Aufgrund der geringen Diplomatiefähigkeit des Grafen suchen Schmuggler die Region heim.;;Debido a la baja Diplomacia del conde, los contrabandistas infestan el área.;;;;;;;;;x
SPAHBED;Varthagh-Nighan Khvadhay;Varthagh-Nighan Khvadhay;Varthagh-Nighan Khvadhay;;Varthagh-Nighan Khvadhay;;;;;;;;;x
stable_ma;Stable Religion;Stable Religion;Stable Religion;;Stable Religion;;;;;;;;;;;
stable_ma_desc;This religion has a history of being fairly stable, despite adversion.;This religion has a history of being fairly stable, despite adversion.;This religion has a history of being fairly stable, despite adversion.;;This religion has a history of being fairly stable, despite adversion.;;;;;;;;;;;,,
stalwart_defender;Stalwart Defender;Défenseur Loyal;Stalwart Defender;;Stalwart Defender;;;;;;;;;;;
stolen_banner;Captured Banner;Bannière Capturée;Captured Banner;;Captured Banner;;;;;;;;;;;
strange_ideas;Strange Ideas;Strange Ideas;Strange Ideas;;Strange Ideas;;;;;;;;;;;
strange_ideas_desc;The character's interest in heretical research and ideas has made them a pariah to other members of their faith.;The character's interest in heretical research and ideas has made them a pariah to other members of their faith.;The character's interest in heretical research and ideas has made them a pariah to other members of their faith.;;The character's interest in heretical research and ideas has made them a pariah to other members of their faith.;;;;;;;;;;;
strong_basileus;Strong Basileus;Strong Basileus;Strong Basileus;;Strong Basileus;;;;;;;;;x
strong_basileus_desc;This ruler of the Byzantine Empire is recognised throughout the realm as strong and powerful.;Ce dirigeant de Byzance est reconnu dans le monde comme fort et puissant.;This ruler of Byzantium is recognised throughout the realm as strong and powerful.;;This ruler of Byzantium is recognised throughout the realm as strong and powerful.;;;;;;;;;x
strong_emperor_byz;Strong Byzantine Rulers;Dirigeant byzantin fort;Strong Byzantine Rulers;;Strong Byzantine Rulers;;;;;;;;;x
succ_law_disinherit;Outraged Over Disinheritance;Outraged Over Disinheritance;Outraged Over Disinheritance;;Outraged Over Disinheritance;;;;;;;;;;;
succession_crisis;Succession Crisis;Succession Crisis;Succession Crisis;;Succession Crisis;;;;;;;;;x
succession_crisis;This character is currently undergoing a succession crisis, and will not truly rule until it is resolved.;This character is currently undergoing a succession crisis, and will not truly rule until it is resolved.;This character is currently undergoing a succession crisis, and will not truly rule until it is resolved.;;This character is currently undergoing a succession crisis, and will not truly rule until it is resolved.;;;;;;;;;x
sunni_ma;Sunni Moral Authority;Sunni Moral Authority;Sunni Moral Authority;;Sunni Moral Authority;;;;;;;;;;;
supported_in_succession;Supported During Succession;Supported During Succession;Supported During Succession;;Supported During Succession;;;;;;;x
supported_me_at_faction_meeting;Spoke well of me;Parler de moi en bien;Sprach gut von mir.;;Spoke well of me;;;;;;;x
swore_allegiance;Swore to Support Succession;A Juré de Soutenir la Succession;Swore to Support Succession;;Swore to Support Succession;;;;;;x
sworn_to_support_heir;Sworn to Support Heir;Sworn to Support Heir;Sworn to Support Heir;;Sworn to Support Heir;;;;;;x
sympathetic_disinheritance;Sympathetic;Sympathetic;Sympathetic;;Sympathetic;;;;;;x
sympathetic_to_cause;Sympathetic;Sympathetic;Sympathetic;;Sympathetic;;;;;;x
tall;Tall;Grand;Groß;;Tall;;;;;;;x
tall_desc;This character is of unusually tall and impressive stature.;Ce personnage a une stature impressionnante et inhabituellement grande.;Dieser Charakter ist von ungewöhnlich hoher und eindrucksvoller Statur.;;This character is of unusually tall and impressive stature.;;;;;;;x
TECH_NOBLE_CUSTOMS_DESC;Improves taxation and levy size on feudal holdings;Improves taxation and levy size on feudal holdings;Improves taxation and levy size on feudal holdings;;Improves taxation and levy size on feudal holdings;;;;;;;;;x
TECH_POPULAR_CUSTOMS_DESC;Improves taxation and levy size on city holdings;Improves taxation and levy size on city holdings;Improves taxation and levy size on city holdings;;Improves taxation and levy size on city holdings;;;;;;;;;x
TECH_RELIGIOUS_CUSTOMS_DESC;Improves taxation and levy size on temple holdings;Improves taxation and levy size on city holdings;Improves taxation and levy size on temple holdings;;Improves taxation and levy size on temple holdings;;;;;;;;;x
temperate_pleaser;Temperate Pleaser;Temperate Pleaser;Temperate Pleaser;;Temperate Pleaser;;;;;;;x
thieves_guild;Thieves' Guild;Guilde des voleurs;Diebesgilde;;Cofradía de ladrones;;;;;;;;;x
thieves_guild_desc;A thieves' guild preys on the population of this province.;À cause de la mauvaise intendance du comte, le nombre de voleurs qui s’en prennent aulx habitants du comté a explosé.;Aufgrund der mangelnden Verwaltungsfähigkeit des Grafen gibt es enorm viel Diebe, die es auf das Hab und Gut der Leute abgesehen haben.;;Debido a la baja Administración del conde, la cantidad de ladrones que roban a la gente del condado es enorme.;;;;;;;;;x
third_temple_builder;Building Third Temple;Building Third Temple;Building Third Temple;;Building Third Temple;;;;;;;;;x
third_temple_builder_desc;The Third Temple is being constructed here, a process that could take years to complete.;;;;;;;;;x
third_temple_built;Third Temple Built;Third Temple Built;Third Temple Built;;Third Temple Built;;;;;;;;;x
timbuktu_trade;African Trade;African Trade;African Trade;;African Trade;;;;;;;;;x
TITLED_NAME_W_NICK;$TITLE$ $NAME$ $NICK$ of $HOLDING$;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;$TITLE$ $NAME$ '$NICK$' von $HOLDING$;;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;;;;;;;;;x
TOP_LIEGE_ALLOWS_KINGDOMS;The laws of the realm allow this title\n;The laws of the realm allow this title\n;The laws of the realm allow this title\n;;The laws of the realm allow this title\n;;;;;;;;x
tournament_fight;Challenged to a joust;Challenged to a joust;Challenged to a joust;;Challenged to a joust;;;;;;;;;x
tournament_winner;Tourney Champion;Tourney Champion;Tourney Champion;;Tourney Champion;;;;;;;;;x
tournament_winner_desc;This character vanquished their foes at a grand tournament, and was named the champion.;This character vanquished their foes at a grand tournament, and was named the champion.;This character vanquished their foes at a grand tournament, and was named the champion.;;This character vanquished their foes at a grand tournament, and was named the champion.;;;;;;;;;x
tp_school_3;Large Cathedral School;École de la Grande Cathédrale;Große Domschule;;Colegio catedralicio grande;;;;;;;;;x
tp_town_1_zor;Temple Village;Village du Temple;Temple Village;;Temple Village;;;;;;;;;x
tp_town_2_zor;Temple Town;Bourg du Temple;Temple Town;;Temple Town;;;;;;;;;x
TRADE_INCOME_MODIFIER;Production Value Modifier;Modificateur des revenus commerciaulx;Handelseinnahmen-Modifikator;;Modificador de ingresos por comercio;;;;;;;;;x
TR_TRADE_GUILD_3_OTHER_PROVINCES_CONDITION;No §Yother§! Trade Network Province within a distance of §Y300§! contains a guild of the §Ysame type§!\n;No §Yother§! Trade Network Province within a distance of §Y300§! contains a guild of the §Ysame type§!\n;No §Yother§! Trade Network Province within a distance of §Y300§! contains a guild of the §Ysame type§!\n;;No §Yother§! Trade Network Province within a distance of §Y300§! contains a guild of the §Ysame type§!\n;;;;;;;;;x
TR_TRADE_GUILD_1_GUILD_ONLY;You may only have §Y1§! Trade Guild per province;You may only have §Y1§! Trade Guild per province;You may only have §Y1§! Trade Guild per province;;You may only have §Y1§! Trade Guild per province;;;;;;;;;x
TR_TRADE_GUILD_1_IN_WORLD;This province is the capital of the trade route.;This province is the capital of the trade route.;This province is the capital of the trade route.;;This province is the capital of the trade route.;;;;;;;;;x
trade_guild_hq;Guild Headquarters;Guild Headquarters;Guild Headquarters;;Guild Headquarters;;;;;;;;;x
trade_guild_hq_desc;This province hosts the headquarters of a trade guild;This province hosts the headquarters of a trade guild;This province hosts the headquarters of a trade guild;;This province hosts the headquarters of a trade guild;;;;;;;;;x
trained_warrior;Trained Fighter;Combattant entraîné;Trained Fighter;;Trained Fighter;;;;;;;;;x
trained_warrior_desc;This character has received training in the art of combat. While no master, they can hold their own in a fight.;Ce personnage a suivit un entrainement dans l'art de la guerre. S'il n'est pas un maître, il peut se débrouiller dans un combat.;This character has received training in the art of combat. While no master, they can hold their own in a fight.;;This character has received training in the art of combat. While no master, they can hold their own in a fight.;;;;;;;;;x
