#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_404;My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];Mein Lehnsherr, wisst, dass [From.PrimaryTitle.GetFullName] während des Bürgerkriegs loyal an Eurer Seite steht. Gemeinsam werden wir dafür sorgen, dass [FromFromFrom.GetTitledFirstNameNoRegnal] Gerechtigkeit erfährt!\n\nGezeichnet,\n[From.GetTitledName];;My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_405;To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];An die [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nDer [From.PrimaryTitle.GetFullName] steht im kommenden Bürgerkrieg an der Seite der [FromFromFrom.GetTitledFirstNameNoRegnal] und [FromFrom.GetHerHis] Fraktion. Ich werde Eure Streitkräfte auf dem Schlachtfeld sehen.\n\nGezeichnet,\n[From.GetTitledName];;To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_406;[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nMeine Anhänger stehen zu mir, und wir sind bereit, Euch vom Thron von [Root.PrimaryTitle.GetName] zu stürzen. Es wird keinen Kompromiss geben.\n\nUnterschrieben,\n[From.GetTitledName];;[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_406;[From.GetSheHeCap] dares?!;[From.GetSheHeCap] dares?!;[From.GetSheHeCap] wagt es?!;;[From.GetSheHeCap] dares?!;;;;;;;;;x
EVTOPTA_PlusFaction_410;Make the demand!;Make the demand!;Stellt die Forderung!;;Make the demand!;;;;;;;;;x
EVTDESC_PlusFaction_411;Swords have been sharpened and oaths sworn. My fellow faction members assure me that they are ready for war. The time to win our independence is finally here.;Les épées ont été affutées et les serments prononcés. Mes compagnons de la faction m'assurent qu'ils sont prests pour la guerre. Le temps de l'indépendance est enfin arrivé!;Die Schwerter wurden geschärft und Eide geschworen. Meine Fraktionskollegen versichern mir, dass sie zum Krieg bereit sind. Die Zeit, unsere Unabhängigkeit zu gewinnen, ist endlich gekommen.;;Swords have been sharpened and oaths sworn. My fellow faction members assure me that they are ready for war. The time to win our independence is finally here.;;;;;;;;;x
EVTOPTA_PlusFaction_411;We go to war!;We go to war!;Wir ziehen in den Krieg!;;We go to war!;;;;;;;;;x
EVTDESC_PlusFaction_415A;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the authority wielded by the [Root.Liege.PrimaryTitle.GetAdjective] crown be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the authority wielded by the [Root.Liege.PrimaryTitle.GetAdjective] crown be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Sehr geehrter [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung ablehnen, dass die von der Krone [Root.Liege.PrimaryTitle.GetAdjective] ausgeübte Autorität reduziert wird. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the authority wielded by the [Root.Liege.PrimaryTitle.GetAdjective] crown be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415B;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the demands place on the tribal chiefs of [Root.Liege.PrimaryTitle.GetName] be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the demands place on the tribal chiefs of [Root.Liege.PrimaryTitle.GetName] be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung ablehnen, dass die Forderungen an die Stammeshäuptlinge von [Root.Liege.PrimaryTitle.GetName] reduziert werden. Ich bitte Sie, sich entweder jetzt auf unsere Seite zu stellen oder beiseite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the demands place on the tribal chiefs of [Root.Liege.PrimaryTitle.GetName] be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415E;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender one of [Root.Liege.GetHerHis] many titles. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender one of [Root.Liege.GetHerHis] many titles. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass [Root.Liege.GetSheHe] einen von [Root.Liege.GetHerHis] vielen Titeln abgibt. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender one of [Root.Liege.GetHerHis] many titles. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415H;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender some of [Root.Liege.GetHerHis] bountiful wealth to us. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender some of [Root.Liege.GetHerHis] bountiful wealth to us. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nMeine Anhänger sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass [Root.Liege.GetSheHe] uns etwas von [Root.Liege.GetHerHis] großzügigem Reichtum überlässt. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender some of [Root.Liege.GetHerHis] bountiful wealth to us. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415J;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the recent changes to [Root.Liege.PrimaryTitle.GetName]'s succession laws be reverted. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the recent changes to [Root.Liege.PrimaryTitle.GetName]'s succession laws be reverted. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die jüngsten Änderungen an den Erbfolgegesetzen von [Root.Liege.PrimaryTitle.GetName] rückgängig gemacht werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, falls sich ein Bürgerkrieg als notwendig erweisen sollte.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the recent changes to [Root.Liege.PrimaryTitle.GetName]'s succession laws be reverted. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415K;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that members of the [Root.Liege.PrimaryTitle.GetAdjective] council be granted positions for life rather than be subject to [Root.Liege.GetHerHis] whims. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that members of the [Root.Liege.PrimaryTitle.GetAdjective] council be granted positions for life rather than be subject to [Root.Liege.GetHerHis] whims. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung ablehnen, dass die Mitglieder des Rates [Root.Liege.PrimaryTitle.GetAdjective] lebenslange Positionen erhalten und nicht den Launen von [Root.Liege.GetHerHis] unterworfen werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder beiseite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that members of the [Root.Liege.PrimaryTitle.GetAdjective] council be granted positions for life rather than be subject to [Root.Liege.GetHerHis] whims. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415L;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s feudal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s feudal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nMeine Anhänger sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die Steuer- und Abgabenverpflichtungen, die den feudalen Vasallen von [Root.Liege.PrimaryTitle.GetName] auferlegt wurden, reduziert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s feudal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415M;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s tribal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s tribal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.Liege.GetTitledFirstNameNoRegnal],\nMeine Anhänger sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die Steuer- und Abgabenverpflichtungen für die Stammesvasallen von [Root.Liege.PrimaryTitle.GetName] reduziert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s tribal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415N;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s cities be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s cities be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung nach einer Reduzierung der Steuer- und Abgabenverpflichtungen der Städte von [Root.Liege.PrimaryTitle.GetName] ablehnen. Ich bitte Sie, sich entweder jetzt auf unsere Seite zu stellen oder beiseite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s cities be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415O;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s temples be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s temples be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung ablehnen, dass die Steuer- und Abgabenverpflichtungen, die den Tempeln von [Root.Liege.PrimaryTitle.GetName] auferlegt werden, reduziert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, falls sich ein Bürgerkrieg als notwendig erweisen sollte.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s temples be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415P;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Seniority. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Seniority. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere berechtigte Forderung ablehnen, dass die Erbfolgegesetze auf das Senioritätsprinzip umgestellt werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder beiseite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Seniority. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415Q;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Primogeniture. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Primogeniture. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Sehr geehrter [Root.GetTitledFirstNameNoRegnal],\nMeine Anhänger sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die Erbfolgegesetze auf die Primogenitur geändert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder beiseite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Primogeniture. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415R;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Gavelkind. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Gavelkind. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die Erbfolgegesetze auf die von Gavelkind geändert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Gavelkind. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
